,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
4869,18148.0,ja,coma,beach,baby,Tatsuo Hamada,Tatsuo Hamada,Takanobu Sait?,Yoshisaburo Senoo,Takeshi Yamamoto,NA,NA
4870,636.0,en,prison,drug addiction,hearing,Michael D. Haller,NA,Lalo Schifrin,NA,Francis Ford Coppola,Edward Folger,Larry Sturhahn
4871,40920.0,en,indie,NA,NA,NA,NA,NA,NA,Larry Estes,NA,NA
4872,11898.0,en,poison,prison,title of nobility,NA,NA,Ernest Irving,NA,Michael Balcon,NA,NA
4873,26225.0,en,poison,prison,title of nobility,NA,NA,Ernest Irving,NA,Michael Balcon,NA,NA
4874,14881.0,en,poison,prison,title of nobility,NA,NA,Ernest Irving,NA,Michael Balcon,NA,NA
4875,35073.0,en,monster,atomic bomb,lighthouse,Eug?ne Louri?,Edward G. Boyle,David Buttolph,NA,Jack Dietz,Bernard W. Burton,Hal E. Chester
4876,9051.0,en,mexico,beach,fantasy,NA,NA,Henry Mancini,NA,Blake Edwards,Tony Adams,NA
4877,9362.0,en,nevada,small town,tractor,Debra Combs,Ivo Cristante,Ernest Troost,Walt Martin,Brent Maddock,Gale Anne Hurd,S. S. Wilson
4878,19542.0,en,new love,ballet dancer,music lover,NA,NA,NA,NA,Michael Powell,Emeric Pressburger,NA
4879,936.0,en,slapstick,clouseau,pink panther,Fernando Carrere,Reg Allen,Henry Mancini,Alexander Fisher,Martin Jurow,Dick Crockett,NA
4880,12268.0,en,police,laughing gas,NA,NA,NA,NA,NA,NA,NA,NA
4881,10999.0,en,lone wolf,daughter,father,John Vallone,Robert Gould,James Horner,Don J. Bassman,Joel Silver,Jackie Burch,John Panzarella
4882,33521.0,en,vampire,dracula,insane asylum,NA,NA,NA,NA,NA,NA,NA
4883,4593.0,en,upper class,terrorist,nightmare,Pierre Guffroy,NA,NA,NA,Serge Silberman,NA,NA
4884,34044.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4885,12276.0,zh,china,loss of father,coffin,Juiping Cao,NA,San Bao,NA,Yu Zhao,Weiping Zhang,Xiaofeng Hu
4886,3782.0,ja,bureaucracy,japan,age difference,NA,NA,Fumio Hayasaka,NA,S?jir? Motoki,NA,NA
4887,2891.0,en,female nudity,new zealand,book,Grant Major,NA,Don McGlashan,NA,Diana Rowan,Bridget Ikin,John Maynard
4888,12722.0,en,female nudity,new zealand,book,Grant Major,NA,Don McGlashan,NA,Diana Rowan,Bridget Ikin,John Maynard
4889,20815.0,en,female nudity,new zealand,book,Grant Major,NA,Don McGlashan,NA,Diana Rowan,Bridget Ikin,John Maynard
4890,19433.0,en,hacker,history,linux,NA,NA,Christopher Anderson-Bazzoli,NA,NA,NA,NA
4891,7504.0,hi,indian,indian war of independence,woman director,NA,NA,A. R. Rahman,NA,Deepa Mehta,Anne Masson,NA
4892,513.0,en,wife husband relationship,infidelity,coming out,NA,NA,NA,NA,NA,NA,NA
4893,6619.0,en,venice,beach,composer,Ferdinando Scarfiotti,NA,Gustav Mahler,Franco Mannino,Luchino Visconti,NA,NA
4894,32316.0,en,NA,NA,NA,NA,NA,Mervyn Warren,Mervyn Warren,NA,NA,NA
4895,10610.0,en,detective,medaillon,leather jacket,NA,NA,Adrian Lee,NA,Alfred Cheung Kin-Ting,Jackie Chan,Willie Chan
4896,2830.0,en,NA,NA,NA,Andrew Laws,NA,Teddy Castellucci,NA,David Zucker,John Jacobs,Ashton Kutcher
4897,38874.0,en,angel,sex,soul,NA,NA,NA,NA,NA,NA,NA
4898,11351.0,en,father-son relationship,scarecrow,peasant,Peter Jamison,Nanci Roberts,Bennett Salvay,Paul B. Clay,Aaron Griffith,Linda Phillips-Palo,Tom Luse
4899,333.0,en,tradition,pop star,chance,NA,NA,NA,NA,NA,NA,NA
4900,22200.0,en,love,aspiring singer,singer,NA,NA,NA,NA,NA,NA,NA
4901,2722.0,es,female nudity,infidelity,tennis player,Julio Torrecilla,NA,Roque Ba?os,Bernardo Fuster,Ghislain Barrois,Ignacio Salazar-Simpson,Tom?s Cimadevilla
4902,27090.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4903,9616.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4904,11547.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4905,7270.0,en,con man,daughter,NA,Tom Foden,Michael Manson,Hans Zimmer,Marc Streitenfeld,Sean Bailey,Ted Griffin,Jack Rapke
4906,1428.0,en,corruption,cia,NA,NA,NA,Robert Rodriguez,NA,NA,NA,NA
4907,17906.0,en,jewish life,background singer,hobby,NA,NA,Mike Ruekberg,NA,Bob Fagan,Richard Temtchine,NA
4908,153.0,en,upper class,hotel room,age difference,K.K. Barrett,Anne Ross,Jason Falkner,Kevin Shields,Francis Ford Coppola,Sofia Coppola,Ross Katz
4909,33320.0,ja,confession,key,cameraman,Nobutaka Ike,NA,Susumu Hirasawa,NA,Masaki Kaifu,Kazumi Kawashiro,Satoshi Kubo
4910,15136.0,cn,martial arts,sense of guilt,hacker,NA,NA,NA,NA,NA,NA,NA
4911,14603.0,en,police protection,organized crime,breaking the fourth wall,Armin Ganz,Victoria Paul,Harold Faltermeyer,NA,Raynold Gideon,Sally Dennison,Julie Selzer
4912,10617.0,zh,china,martial arts,hero,NA,NA,Romeo D?az,James Wong,Tsui Hark,NA,NA
4913,10618.0,zh,china,sekte,congress,Eddie Ma,NA,Johnny Njo,Richard Yuen,Tsui Hark,Ng See-Yuen,Raymond Chow
4914,10619.0,zh,china,martial arts,kolonisation,Timmy Yip,NA,Wai Lap Wu,NA,Marco Mak,Raymond Chow,Tsui Hark
4915,11293.0,en,bible,con man,carnival,Polly Platt,John P. Austin,Les Fresholtz,Richard Portman,Peter Bogdanovich,Frank Marshall,Francis Ford Coppola
4916,36759.0,en,bus,record producer,convertible,Brian Eatwell,Marvin March,Ken Dufva,Michael H. Ford,Robert Stigwood,Dee Anthony,Bill Oakes
4917,53650.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4918,40775.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4919,8408.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4920,14030.0,en,merchant,yonkers new york,based on a stage musical based on a stage play,NA,NA,NA,NA,NA,NA,NA
4921,2687.0,en,invisible man,NA,NA,Bruce Crone,Rick Simpson,Shirley Walker,NA,Bruce Bodner,Dan Kolsrud,Sharon Howard-Field
4922,16323.0,en,drug,rock band,roses,Richard Macdonald,Bruce Weintraub,NA,NA,Lynn Stalmaster,Anthony Ray,Aaron Russo
4923,39859.0,en,murder,blind girl,NA,John Hoesli,Hugh Scaife,Elmer Bernstein,NA,Leslie Linder,Martin Ransohoff,NA
4924,16790.0,en,pet,dog,pet owner reunion,NA,NA,NA,NA,NA,NA,NA
4925,23033.0,en,greed,jungle,india,NA,NA,NA,NA,Alexander Korda,NA,NA
4926,19064.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4927,25241.0,en,mutant,georgia,flooding,Henry Shrady,NA,Robert Prince,NA,Joseph Beruh,Edgar Lansbury,Geri Windsor
4928,43041.0,en,mississippi,NA,NA,NA,NA,Jerome Moross,NA,Samuel Goldwyn Jr.,NA,NA
4929,28942.0,en,psychologist,body horror,canuxploitation,Carol Spier,NA,Howard Shore,NA,Claude H?roux,Pierre David,Victor Solnicki
4930,37025.0,en,slum,prince,guard,Robert M. Haas,NA,Erich Wolfgang Korngold,NA,NA,NA,NA
4931,10739.0,en,psychoanalysis,comedian,relationship problems,Santo Loquasto,NA,NA,NA,Letty Aronson,Benny Medina,Jack Rollins
4932,12767.0,en,country house,indie,NA,NA,NA,Mike Figgis,NA,Mike Figgis,Richard Jefferies,Lata Ryan
4933,13156.0,en,country house,indie,NA,NA,NA,Mike Figgis,NA,Mike Figgis,Richard Jefferies,Lata Ryan
4934,277.0,en,country house,indie,NA,NA,NA,Mike Figgis,NA,Mike Figgis,Richard Jefferies,Lata Ryan
4935,9707.0,en,john f. kennedy,elvis presley,NA,Daniel Vecchione,NA,Brian Tyler,NA,Jason R. Savage,Ronnie Truss,Mark Wooding
4936,20321.0,en,london,psychology,mystery,Mark Kebby,Don Taylor,Simon Boswell,NA,Avy Kaufman,Jina Jay,Michele Camarda
4937,36791.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4938,7288.0,en,NA,NA,NA,NA,NA,NA,NA,Ben Stiller,Drew Barrymore,Margery Simkin
4939,10159.0,en,bounty,bounty hunter,amazon,NA,NA,Harry Gregson-Williams,NA,Marc Abraham,Bill Corless,Karen Glasser
4940,10934.0,en,depression,toscana,recreation,Stephen McCabe,NA,Christophe Beck,NA,Laura Fattori,Sandy Kroopf,Tom Sternberg
4941,5653.0,en,protestant church,church,catholicism,NA,NA,Richard Harvey,NA,Brigitte Rochow,Alexander Thies,Kurt Rittig
4942,5168.0,fr,classroom,education,country life,NA,NA,Julien Cloquet,Philippe Hersant,Gilles Sandoz,Serge Lalou,NA
4943,9662.0,fr,france,boy,biker,NA,NA,Beno?t Charest,NA,Didier Brunner,Viviane Vanfleteren,NA
4944,837.0,en,suicide,tv show,hallucination,Carol Spier,Angelo Stea,Howard Shore,NA,Claude H?roux,Pierre David,Victor Solnicki
4945,19666.0,hi,rain,village,sport,Nitin Chandrakant Desai,NA,A. R. Rahman,NA,Aamir Khan,Mansoor Khan,Uma Da Cunha
4946,821.0,en,judge,concentration camp,world war ii,Rudolph Sternad,George Milo,Ernest Gold,Jean L. Speak,Stanley Kramer,Philip Langner,James Lister
4947,41834.0,en,NA,NA,NA,Kathrin Brunner,NA,Andreas Schneider,NA,Alfi Sinniger,Peter-Christian Fueter,NA
4948,37672.0,en,NA,NA,NA,Kathrin Brunner,NA,Andreas Schneider,NA,Alfi Sinniger,Peter-Christian Fueter,NA
4949,1358.0,en,NA,NA,NA,Kathrin Brunner,NA,Andreas Schneider,NA,Alfi Sinniger,Peter-Christian Fueter,NA
4950,776.0,en,paris,upper class,jealousy,NA,NA,NA,NA,NA,NA,NA
4951,16563.0,en,musical,brothers,alarm,NA,NA,NA,NA,NA,NA,NA
4952,11703.0,en,gay,male nudity,prison,NA,NA,Nando Cordeiro,John Neschling,Francisco Ramalho Jr.,David Weisman,NA
4953,891.0,en,usa,journalist,newspaper,George Jenkins,George Gaines,David Shire,NA,Walter Coblenz,Jon Boorstin,Michael Britton
4954,10881.0,ja,obsession,simulation,future,NA,NA,Kenji Kawai,NA,Tetsu Kayama,Atsushi Kubo,Naoyuki Sakagami
4955,11832.0,da,france,denmark,eating and drinking,NA,NA,Per N?rgaard,NA,Just Betzer,Bo Christensen,Benni Korzen
4956,11806.0,en,puppy,st. bernard's dog,family,NA,NA,Randy Edelman,Michael Tavera,Michael C. Gross,Joe Medjuck,Ivan Reitman
4957,10438.0,en,holdings,sell,puppy,NA,NA,Randy Edelman,NA,Michael C. Gross,Joe Medjuck,Ivan Reitman
4958,36349.0,en,female nudity,robbery,assassin,Bryan Ryman,Aleka Corwin,Lalo Schifrin,NA,Douglas Curtis,Joel B. Michaels,John Carpenter
4959,650.0,en,street gang,black people,rap,Bruce Bellamy,Kathryn Peters,Stanley Clarke,Roger Troutman,Steve Nicolaides,Jaki Brown,Steve Nicolaides
4960,10337.0,en,underworld,hitman,biography,Dennis Gassner,Nancy Haigh,Willie D. Burton,Ennio Morricone,Warren Beatty,Mark Johnson,Barry Levinson
4961,8446.0,en,new york,teenagers,NA,NA,NA,Paul Williams,NA,Alan Marshall,David Puttnam,Robert Stigwood
4962,9874.0,en,showdown,resistance,mannequin,Bill Kenney,Adrian Gorton,George Brand,Sylvester Levay,Yoram Globus,Menahem Golan,James D. Brubaker
4963,37753.0,en,showdown,resistance,mannequin,Bill Kenney,Adrian Gorton,George Brand,Sylvester Levay,Yoram Globus,Menahem Golan,James D. Brubaker
4964,29161.0,en,showdown,resistance,mannequin,Bill Kenney,Adrian Gorton,George Brand,Sylvester Levay,Yoram Globus,Menahem Golan,James D. Brubaker
4965,9501.0,en,sekte,fight,yakuza,NA,NA,Patrick O'Hearn,NA,Samuel Hadida,Victor Hadida,Takashige Ichise
4966,49291.0,en,NA,NA,NA,NA,NA,Jun Kung,Tommy Wai,Tsui Hark,NA,NA
4967,4543.0,en,sense of life,comedian,sketch,Harry Lange,NA,John Du Prez,NA,John Goldstone,Michelle Guish,Debbie McWilliams
4968,11046.0,en,germany,world war ii,liberation of prisoners,Peter Mullins,NA,Ron Goodwin,Jonathan Bates,Elliott Kastner,Ted Lloyd,NA
4969,11707.0,en,prostitute,new orleans,serial killer,NA,NA,Lennie Niehaus,NA,Clint Eastwood,Fritz Manes,NA
4970,7442.0,en,violent husband,suspense,fakes death,NA,NA,Jerry Goldsmith,NA,Leonard Goldberg,Jeffrey Chernov,NA
4971,14425.0,en,mascots,beer keg,political correctness,NA,NA,NA,NA,NA,NA,NA
4972,6723.0,en,rookie cop,NA,NA,NA,NA,Lennie Niehaus,NA,David Valdes,Steven Siebert,NA
4973,11338.0,en,adultery,assassin,airport,John J. Lloyd,Jerry Wunderlich,Ira Newborn,NA,Dan Allingham,George Folsey Jr.,Ron Koslow
4974,13339.0,en,bullying,bully,NA,William F. Matthews,Tom Bugenhagen,Tangerine Dream,NA,David E. Vogel,Nancy Nayor,NA
4975,28761.0,en,film making,safari,NA,NA,NA,NA,NA,NA,NA,NA
4976,25237.0,ru,war crimes,world war ii,nazis,Viktor Petrov,Viktor Petrov,???? ???????,Oleg Yanchenko,NA,NA,NA
4977,41780.0,en,gold,shootout,gangster,NA,NA,NA,NA,NA,NA,NA
4978,9871.0,en,gold,shootout,gangster,NA,NA,NA,NA,NA,NA,NA
4979,33258.0,en,gold,shootout,gangster,NA,NA,NA,NA,NA,NA,NA
4980,26850.0,en,adultery,hotel room,brighton,NA,NA,NA,NA,NA,NA,NA
4981,33783.0,en,androgyny,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,163549.0,en,torture,vigilante,vigilante justice,NA,NA,Paul Hoffert,William McCauley,David Perlmutter,Peter James,Olwyn Millington
4983,19171.0,en,con man,writer,broadway,Boris Leven,Edward G. Boyle,Elmer Bernstein,NA,Joe Kaufmann,Henry Spitz,NA
4984,11364.0,en,amnesia,childhood memory,firearm,NA,NA,Hans Zimmer,NA,J.J. Abrams,NA,NA
4985,43739.0,en,cruise,love,singer,Van Nest Polglase,Darrell Silvera,Roy Webb,John L. Cass,Leo McCarey,NA,NA
4986,32082.0,en,hospital,malpratice,NA,NA,NA,NA,NA,NA,NA,NA
4987,29449.0,en,schizophrenia,supernatural,delusion,Leon Ericksen,NA,John Williams,NA,Tommy Thompson,Al Locatelli,Sheila Collins
4988,37943.0,en,island,greed,wealth,NA,NA,Stanley Myers,NA,Jeremy Thomas,Mary Selway,Trish Robinson
4989,12772.0,en,cheating,small town,supernatural powers,NA,NA,Cliff Eidelman,NA,Michael Manheim,David V. Picker,Ralph S. Singleton
4990,18900.0,en,murder,true crime,farmer,NA,NA,NA,NA,NA,NA,NA
4991,17744.0,en,submarine,atlantic ocean,cold war,Arthur Lawson,NA,Gerard Schurmann,NA,James B. Harris,Richard Widmark,Denis O'Dell
4992,3087.0,en,dancer,song,comeback,NA,NA,Ray Heindorf,Heinz Roemheld,William Cagney,Hal B. Wallis,Jack Warner
4993,14282.0,ja,dancer,song,comeback,NA,NA,Ray Heindorf,Heinz Roemheld,William Cagney,Hal B. Wallis,Jack Warner
4994,11502.0,ja,dancer,song,comeback,NA,NA,Ray Heindorf,Heinz Roemheld,William Cagney,Hal B. Wallis,Jack Warner
4995,29451.0,en,pact with the devil,devil,farmer,NA,NA,Bernard Herrmann,NA,William Dieterle,NA,NA
4996,2116.0,en,miami,florida,double murder,Gary Kosko,Kathryn Peters,Graeme Revell,Gary Gegan,Jesse Beaton,Neal H. Moritz,Mali Finn
4997,1584.0,en,rock and roll,rock,high school,Adam Scher,NA,Craig Wedren,NA,Scott Aversano,Steve Nicolaides,Scott Rudin
4998,28236.0,en,rock and roll,fab four,concert,NA,NA,NA,NA,Eric Clapton,Jeff Lynne,David Leland
4999,2056.0,en,train station,new jersey,small person,John Paino,Len X. Clayton,Stephen Trask,NA,Robert May,Mary Jane Skalski,Kerry Barden
5000,4997.0,en,robbery,junkie,investigation,NA,NA,Cliff Martinez,NA,Michael Paseornek,Holly Wiersma,NA
5001,8439.0,en,slum,rio de janeiro,bus hijacking,NA,NA,NA,NA,Marcos Prado,Jos? Padilha,NA
5002,322.0,en,child abuse,sexual abuse,loss of child,NA,NA,Clint Eastwood,NA,Bruce Berman,Clint Eastwood,Judie Hoyt
5003,11775.0,en,california,infidelity,fetish,Nancy Haigh,Leslie McDonald,Carter Burwell,Peter F. Kurland,Ethan Coen,Joel Coen,James Jacks
5004,24.0,en,japan,coma,martial arts,Yohei Taneda,David Wasco,Harry Cohen,Peter Michael Sullivan,Lawrence Bender,Koko Maeda,Johanna Ray
5005,10930.0,en,return,suppressed past,bourgeoisie,NA,NA,Matthieu Chabrol,NA,Yvon Crenn,Marin Karmitz,NA
5006,11329.0,en,court case,gun rampage,firearm,Nelson Coates,NA,Christopher Young,NA,Gary Fleder,Christopher Mankiewicz,Arnon Milchan
5007,9373.0,en,trauma,psychopath,stalker,Greg Blair,Scott Gallagher,Steve Jablonsky,Chris Frazee,Lisa Fields,Jeffrey Allard,Michael Bay
5008,1550.0,en,trauma,psychopath,stalker,Greg Blair,Scott Gallagher,Steve Jablonsky,Chris Frazee,Lisa Fields,Jeffrey Allard,Michael Bay
5009,5493.0,en,trauma,psychopath,stalker,Greg Blair,Scott Gallagher,Steve Jablonsky,Chris Frazee,Lisa Fields,Jeffrey Allard,Michael Bay
5010,28200.0,en,beach,infidelity,boat,Maria Djurkovic,NA,Gabriel Yared,NA,Alison Owen,Karen Lindsay-Stewart,Jane Barclay
5011,10629.0,en,journalism,police,drug scene,Nathan Crowley,Paki Smith,Harry Gregson-Williams,Maggie Rodford,Jerry Bruckheimer,Ned Dowd,Chad Oman
5012,10944.0,en,eroticism,suspense,thriller,David Brisbin,David Stein,Hilmar ?rn Hilmarsson,NA,Effie Brown,Fran?ois Ivernel,Nicole Kidman
5013,9839.0,en,london,cia,landmine,Wolf Kroeger,Jim Erickson,James Horner,NA,Dan Halsted,Geyer Kosinski,Amy Lescoe
5014,13920.0,en,biography,friendship,sports film,Clay A. Griffith,NA,James Horner,NA,Herb Gains,Margery Simkin,NA
5015,4256.0,en,horror spoof,NA,NA,William A. Elliott,William Heslup,James L. Venable,NA,Robert K. Weiss,John Papsidera,Phil Dornfeld
5016,10009.0,en,grizzly bear,chase,transformation,Robh Ruppel,Eric Oliver,Mark Mancina,Phil Collins,Igor Khait,Matthew Jon Beck,Mary Hidalgo
5017,1807.0,en,videogame,gun,classroom,NA,NA,NA,NA,Dany Wolf,NA,NA
5018,10536.0,fr,prison,england,robbery,Disley Jones,Michael Knight,Quincy Jones,NA,Paul Lee Lander,Michael Deeley,Stanley Baker
5019,42044.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5020,1376.0,en,glasgow,brother sister relationship,puberty,Martin Johnson,Fergus Clegg,George Fenton,NA,Rebecca O'Brien,NA,NA
5021,50374.0,en,thriller,football stadium,dirigible,NA,NA,NA,NA,NA,NA,NA
5022,20312.0,en,motel,highway,road trip,Rocco Matteo,Mun Ying Kwun,Christophe Beck,Tony Currie,Peter Bray,Neil Canton,Ira Deutchman
5023,10389.0,en,motel,highway,road trip,Rocco Matteo,Mun Ying Kwun,Christophe Beck,Tony Currie,Peter Bray,Neil Canton,Ira Deutchman
5024,18979.0,en,motel,highway,road trip,Rocco Matteo,Mun Ying Kwun,Christophe Beck,Tony Currie,Peter Bray,Neil Canton,Ira Deutchman
5025,28658.0,en,musical,army,broadway,NA,NA,NA,NA,NA,NA,NA
5026,20684.0,en,fetish,sadomasochism,bdsm,NA,NA,NA,NA,Keith Hayley,NA,NA
5027,897.0,bn,loss of mother,indian,loss of father,Bansi Chandragupta,Bansi Chandragupta,Ravi Shankar,Durgadas Mitra,Satyajit Ray,Anil Choudhury,NA
5028,11657.0,fr,paris,prison,corruption,NA,NA,?ric Demarsan,NA,Robert Dorfmann,Jacques Dorfmann,NA
5029,224.0,en,individual,polen,NA,Wojciech Majda,Allan Starski,Andrzej Korzynski,Piotr Zawadzki,Andrzej Wajda,NA,NA
5030,27117.0,en,germany,sherlock holmes,radio broadcast,NA,NA,NA,NA,NA,NA,NA
5031,50553.0,en,sherlock holmes,NA,NA,NA,NA,NA,NA,NA,NA,NA
5032,44383.0,en,sherlock holmes,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,78331.0,en,cadillac,corporation,stockholder meeting,NA,NA,NA,NA,NA,NA,NA
5034,10922.0,en,black people,professor for literature,NA,David Gropman,Zoe Sakellaropoulo,Rachel Portman,NA,Ronald M. Bozman,Steve Hutensky,Eberhard Kayser
5035,13537.0,en,NA,NA,NA,NA,NA,NA,NA,Tom Cruise,Paula Wagner,Gaye Hirsch
5036,605.0,en,saving the world,artificial intelligence,man versus machine,Owen Paterson,Jules Cook,Don Davis,Richard Adrian,Joel Silver,Mali Finn,Shauna Wolifson
5037,33222.0,en,political instability,NA,NA,NA,NA,Lockie Butler,NA,David Power,NA,NA
5038,10719.0,en,political instability,NA,NA,NA,NA,Lockie Butler,NA,David Power,NA,NA
5039,23995.0,en,political instability,NA,NA,NA,NA,Lockie Butler,NA,David Power,NA,NA
5040,1836.0,fr,women's sexual identity,career woman,vernissage,Baptiste Glaymann,NA,Esbjorn Svensson,NA,Laurence Farenc,Brigitte Moidon,NA
5041,508.0,en,london,male nudity,female nudity,NA,NA,Craig Armstrong,Jon Olive,Tim Bevan,Eric Fellner,Duncan Kenworthy
5042,11846.0,en,son-in-law,father-in-law,fool,NA,NA,Alan Silvestri,NA,Carol Baum,Jim Cruickshank,Sandy Gallin
5043,50314.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5044,10715.0,en,spy,duck,bunny,Dennis Venizelos,Carl Jones,Jerry Goldsmith,Michael Herbick,Allison Abbate,Christopher DeFaria,Larry Doyle
5045,8619.0,en,naturalist,frigate,self surgery,William Sandell,Bruce Crone,Gary A. Hecker,Doug Hemphill,Mary Selway,Fiona Weir,Alan B. Curtiss
5046,21525.0,en,hip-hop,blunt,rap music,NA,NA,NA,NA,Karolyn Ali,Michael Cole,NA
5047,14892.0,en,suitcase,bizarre,aliens,NA,NA,NA,NA,NA,NA,NA
5048,12146.0,en,new mexico,m?dchenh?ndlerring,apache,NA,NA,James Horner,NA,Steve Crystal,Brian Grazer,Todd Hallowell
5049,10588.0,en,boredom,chaos,siblings,Priscilla Elliott,Luc Desmarchelier,David Newman,NA,Brian Grazer,Karen Kehela Sherwood,Eric McLeod
5050,4970.0,en,amnesia,patient,trust,Isabelle Guay,Marie-Claude Gosselin,John Ottman,Juno J. Ellis,Susan Downey,Joel Silver,Robert Zemeckis
5051,470.0,en,life and death,transplantation,suicide attempt,Brigitte Broch,Deborah Riley,Gustavo Santaolalla,NA,Alejandro Gonz?lez I??rritu,Robert Salerno,Guillermo Arriaga
5052,11042.0,fr,father-son relationship,socialism,yuppie,NA,NA,Pierre Aviat,NA,Daniel Louis,Denise Robert,NA
5053,10147.0,en,father-son relationship,socialism,yuppie,NA,NA,Pierre Aviat,NA,Daniel Louis,Denise Robert,NA
5054,10756.0,en,father-son relationship,socialism,yuppie,NA,NA,Pierre Aviat,NA,Daniel Louis,Denise Robert,NA
5055,9562.0,en,professor,time travel,hundertj?hriger krieg,Andr? Chamberland,Gary Freeman,Brian Tyler,NA,Randi Hiller,Sarah Finn,Richard Donner
5056,11012.0,en,father-son relationship,loss of brother,brother sister relationship,NA,NA,Zbigniew Preisner,NA,Louis Malle,NA,NA
5057,30068.0,en,amish,rumspringa,woman director,NA,NA,NA,NA,NA,NA,NA
5058,40913.0,en,london,crime,NA,Andrew Mollo,Adrian Smith,Richard Hartley,NA,Paul Cowan,Roger Randall-Cutler,Celestia Fox
5059,9556.0,en,experiment,lover (female),burn,Randy Ser,Phil Dagort,Danny Elfman,Bill Voigtlander,Robert Tapert,Paul Hellerman,Issy Shabtay
5060,13581.0,en,dream,nightmare,insanity,Michael Relph,NA,Georges Auric,NA,Michael Balcon,NA,NA
5061,24203.0,en,office,computer,NA,NA,NA,NA,NA,NA,NA,NA
5062,9065.0,en,train station,in love with enemy,world war ii,NA,NA,Joachim Holbek,NA,Philippe Bober,Patrick Godeau,Peter Aalb?k Jensen
5063,4823.0,en,sex,infidelity,sister,NA,NA,NA,NA,Richard Gere,Charles Roven,NA
5064,10168.0,en,affection,spoof,dinner,NA,NA,David Newman,NA,Mike Lobell,NA,NA
5065,10234.0,de,sadism,hostage-taking,serial killer,Christoph Kanter,NA,NA,NA,Veit Heiduschka,Veit Heiduschka,NA
5066,10952.0,en,drug dealer,undercover agent,gang leader,Charles C. Bennett,NA,NA,NA,Doug McHenry,Pat Golden,John McCabe
5067,860.0,en,videogame,artificial intelligence,fbi,Angelo P. Graham,James J. Murakami,Arthur B. Rubinstein,NA,Leonard Goldberg,Richard Hashimoto,Harold Schneider
5068,41521.0,en,videogame,artificial intelligence,fbi,Angelo P. Graham,James J. Murakami,Arthur B. Rubinstein,NA,Leonard Goldberg,Richard Hashimoto,Harold Schneider
5069,48035.0,en,videogame,artificial intelligence,fbi,Angelo P. Graham,James J. Murakami,Arthur B. Rubinstein,NA,Leonard Goldberg,Richard Hashimoto,Harold Schneider
5070,5000.0,fr,france,cemetery,world war ii,NA,NA,Narciso Yepes,NA,Robert Dorfmann,NA,NA
5071,22744.0,en,love triangle,NA,NA,NA,NA,Bernard Herrmann,NA,NA,NA,NA
5072,17831.0,en,self sacrifice,french revolution,guillotine,Cedric Gibbons,NA,Herbert Stothart,NA,David O. Selznick,NA,NA
5073,780.0,en,judge,woman martyr,heresy,NA,NA,Ole Schmidt,NA,NA,NA,NA
5074,31510.0,en,chariot race,two strip technicolor,NA,NA,NA,Carl Davis,William Axt,J.J. Cohn,Samuel Goldwyn,Louis B. Mayer
5075,234.0,de,silent film,expressionism,somnambulist,NA,NA,Giuseppe Becce,Alfredo Antonini,Rudolf Meinert,Erich Pommer,NA
5076,899.0,en,london,suicide,china,NA,NA,NA,NA,D.W. Griffith,NA,NA
5077,8289.0,en,cold war,kgb,municipal park,Paul Sylbert,Michael Seirton,James Horner,NA,Gene Kirkwood,Hawk Koch,Robert E. Larson
5078,11583.0,en,writer director,held at swordpoint,public hanging,NA,NA,Jerry Goldsmith,NA,John Foreman,NA,NA
5079,11002.0,en,england,baby,civilization,NA,NA,John Scott,NA,Stanley S. Canter,Hugh Hudson,NA
5080,6472.0,en,bodyguard,national security agency,celebrity,NA,NA,Michael Convertino,NA,Nancy Graham Tanen,Ned Tanen,NA
5081,5143.0,en,writing,opera,thanksgiving,Stuart Wurtzel,Carol Joffe,NA,NA,Robert Greenhut,Charles H. Joffe,Jack Rollins
5082,11384.0,en,dual identity,identity,undercover agent,Philip Harrison,John Kasarda,Arthur B. Rubinstein,NA,Lem Dobbs,Michael Kozoll,Rob Cohen
